15.469,15.469,15.312,15.156,15.156,15.156,14.493,14.348,14.348,14.203,14.203,14.203,0,0,12.796,12.668,12.668,12.668,12.668,0,0,0,12.715,12.715,12.715,0,0,0,0,0,1.3022,2.7189,2.7189,1.4167,1.4444,0,0,2.5063,14.196,14.196,14.704,0.48247,0.48247,0,0,0,0,0,0,0,0,0,0,11.702,11.702,18.544,18.531,6.7105,6.7105,0,0,0,0,0,0,0,6.4198,6.2963,7.2272,7.2272,0.93085,0.93085,0.94025,0,0,0,0,0.011934,0.011934,0.011934
15.469,15.469,15.312,15.156,15.156,15,29.493,29.348,29.348,14.203,14.058,14.058,14.058,14.058,12.796,12.668,12.668,12.54,12.412,12.412,12.412,0,12.714,12.587,12.587,12.522,0,0,0,0,1.3022,2.7057,2.7057,2.7057,1.4444,0,0,2.481,14.053,14.554,14.586,0.48247,0.48247,0,0,0,0,0,0,0,0,0,0,11.584,11.584,18.426,18.531,6.7105,6.7105,0,0,0,0,0,0,6.5432,6.4198,7.2178,7.2178,7.2178,0.93085,0.93085,0.94025,0,0,0,0.011934,0.011934,0.011934,0.011934
0,0,15.312,15.156,15.156,15,15,14.844,29.035,28.89,28.746,14.058,13.913,13.913,13.913,13.913,12.668,12.54,12.412,12.412,12.412,12.412,12.714,12.586,12.458,12.394,12.394,0,0,0,1.3022,1.2759,2.7203,2.7203,1.4444,0,0,2.4557,13.909,14.411,11.946,0.49193,0.49193,0,0,0,0,0,0,0,0,0,11.465,11.465,11.465,18.426,6.8421,6.8421,0,0,0,0,0,0,0,6.5432,7.3318,7.3318,7.3318,0.92145,0.93085,0,0,0,0.011693,0.011693,0.011693,0.011813,0.44889,0.44889
0,0,0,0,15.156,15,15,14.844,14.688,14.688,28.589,28.589,28.444,28.444,13.768,13.623,13.623,26.163,12.412,12.412,12.284,12.284,12.348,24.87,12.458,12.458,12.394,12.394,0,0,0,1.2759,2.7481,2.7481,2.7481,0,0,2.4557,13.909,14.411,11.955,11.955,0,0,0,0,0,0,0,0,0,0,11.465,11.465,18.571,18.557,6.9737,6.9737,0,0,0,0,0,0,6.6667,7.4553,7.4553,7.4553,0.91204,0.92145,0,0,0,0.011693,0.011693,0.011693,0.011693,0.45549,0.44889,0.43696
0,0,0,0,0,0,0,14.844,14.688,14.688,14.531,14.531,28.288,28.132,27.987,27.842,13.623,13.478,13.478,25.89,12.284,12.284,12.22,12.219,24.614,12.457,12.267,12.267,12.267,0,0,1.2759,2.7481,2.735,2.735,1.2627,2.4304,2.4304,13.884,14.293,11.837,11.837,0,0,0,0,0,0,0,0,0,11.347,11.347,11.347,18.571,6.9737,6.9737,6.9737,0,0,0,0,0,0,7.5693,7.4459,7.4459,7.4553,0.91204,0,0,0,0.011572,0.011572,0.011572,0.011693,0.45537,0.45549,0.43696,0.43696
0,0,0,0,0,0,0,0,0,14.688,14.531,14.531,14.375,14.219,27.987,27.686,27.529,27.385,27.385,13.333,25.617,25.617,12.156,12.091,12.091,24.485,12.267,12.139,12.139,12.139,0,0,2.7759,2.7496,2.7496,2.8051,2.4051,2.4051,2.4051,14.184,11.728,11.728,0,0,0,0,0,0,0,0,0,11.229,11.229,11.229,18.571,7.1053,7.1053,0,0,0,0,0,0,7.8162,7.5693,7.5693,7.5693,0.91204,0,0,0.011452,0.011452,0.011452,0.011572,0.011572,2.7599,2.7415,2.7415,2.7649,2.7649
0,0,0,0,0,0,0,0,0,0,0,0,14.375,14.219,14.219,14.062,27.529,27.385,27.228,27.083,26.938,13.188,25.345,25.278,12.09,11.962,24.167,24.039,12.011,12.011,12.011,0,1.5278,2.7774,2.7642,2.792,3.6162,2.3798,2.3798,11.738,11.62,11.62,11.099,0,0,0,0,0,0,0,11.111,11.111,11.111,18.729,7.2368,7.2368,7.2368,0,0,0,0,0,7.9303,7.8068,7.6834,7.6928,7.6928,0,0,0.011331,0.011331,0.011331,2.2624,2.2625,2.7196,2.7248,2.718,2.7415,2.7649,2.3213
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.219,14.062,13.906,13.906,27.228,27.083,26.782,26.626,26.481,38.426,24.988,24.86,11.961,24.039,23.911,11.883,11.883,11.883,0,2.8051,2.7788,2.7788,3.5777,2.3544,2.3544,11.747,11.511,11.511,10.981,0,0,0,0,0,0,0,10.993,10.993,10.993,18.729,7.3684,7.3684,7.3684,0,0,0,0,0.88384,7.9209,7.7974,7.8068,7.8162,0,0,2.2154,2.2154,2.2154,2.2154,2.2389,2.7196,2.708,2.7248,2.7248,2.7482,7.4531,7.4531
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.906,13.75,13.75,26.782,26.626,26.481,26.242,38.269,37.996,24.715,24.526,23.655,23.528,23.528,11.883,11.883,1.5833,2.8066,5.161,3.5777,3.5777,2.3544,0.53923,11.521,11.521,10.981,0,0,0,0,0,0,10.993,10.993,10.993,10.993,7.5,7.5,7.5,0,0,0,0,0.88384,8.0443,7.9209,7.9209,7.9303,2.1571,2.1683,2.1683,2.1918,2.1918,2.2154,2.2154,2.6913,2.708,8.0412,8.0646,7.964,5.1319,5.1319,5.1319
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,13.594,13.438,26.481,26.18,26.084,25.939,37.683,37.35,37.222,36.136,23.528,23.4,11.755,13.339,2.8066,5.1357,5.1781,3.5392,3.5646,0.53923,11.521,11.402,10.863,10.863,0,0,0,0,0,10.874,10.874,10.874,18.756,7.5,7.5,7.5,0,0,0,0.87443,8.1584,8.0349,10.031,10.031,9.1473,2.1448,2.1448,2.1682,2.1918,2.1918,7.8504,8.2022,8.1251,8.1418,5.7902,5.7902,5.2325,5.1319,5.1319,5.1319
